ID,Account Type,Opening Balance,Closing Balance
M05738451,Low Risk,22552.01,19156.54
Q04567957,High Growth,37355.45,24960.28
F02359207,Balanced,36123.7,27921.8
N05506988,Balanced,73567.92,57326.29
V05248549,High Growth,48747.19,32700.92
C02293900,Balanced,14766.82,11150.5
A08949745,Low Risk,22939.53,19487.65
Z08354891,High Growth,43120.18,28877.39
T09770087,Low Risk,21324.54,18107.76
V03481463,High Growth,16195.37,10582.09
K05435473,Balanced,18991.13,14467.8
A06776485,Balanced,31389.81,24204.34
S08085414,High Growth,38882.56,25997.95
C01797264,High Growth,28926.85,19233.08
M02829130,Balanced,33141.66,25580.04
O01179740,Balanced,14179.25,10689.09
R03390201,Balanced,19050.15,14514.15
O08753415,Low Risk,44171.64,37628.94
S09131473,High Growth,41542.61,27805.44
Z00097025,Balanced,14442.11,10895.51
B07891473,Balanced,36277.34,28042.45
J02982717,Balanced,10927.47,8135.51
E08075412,Low Risk,61193.7,52173.04
I01153630,Low Risk,54597.95,46537.46
E07535539,Balanced,21593.5,16511.41
I04080719,High Growth,49247.46,33040.86
N08509556,Balanced,14812.66,11186.5
V06217307,High Growth,49950.91,33518.85
K03915020,High Growth,22149.4,14627.83
Y09306210,High Growth,17586.1,11527.09
Y00587614,High Growth,28853.39,19183.17
O07429882,High Growth,14815.72,9644.63
D05134021,Low Risk,54726.37,46647.18
F01250043,Low Risk,24246.55,20604.4
M04165188,Balanced,85260.11,66508.03
D00250588,Low Risk,28639.34,24357.72
D09067261,Balanced,21689.66,16586.93
A09840531,High Growth,10939.42,7010.7
G06471334,Low Risk,51317.33,43734.41
M06283369,High Growth,27552.5,18299.22
U06277873,Low Risk,18656.82,15828.39
E05849698,High Growth,36545.27,24409.77
A08209713,Low Risk,34361.78,29247.13
W07118737,Balanced,24762.47,18999.97
W08052163,High Growth,59767.4,40189.11
N09249618,Low Risk,9608.51,8097.27
V08295243,High Growth,62459.9,42018.66
O00471281,Balanced,37659.2,29127.61
I02594517,High Growth,42878.04,28712.86
J08687685,Balanced,18445.42,14039.26
L01354526,Low Risk,22831.78,19395.58
R08143587,Balanced,20682.1,15795.7
N01530465,Low Risk,39796.08,33890.34
D01294299,High Growth,44228.83,29630.72
M00747021,Balanced,20959.53,16013.56
W06258190,Balanced,29031.27,22352.2
H09314107,Balanced,70146.67,54639.63
C09838958,Balanced,15263.98,11540.92
R08787493,Balanced,15802.08,11963.48
T05725420,Balanced,26818.71,20614.71
K06768410,Low Risk,28469.34,24212.47
B05427705,High Growth,28017.57,18615.23
O03321499,Low Risk,19173.61,16269.95
L09943160,High Growth,36609.44,24453.37
S05796920,High Growth,30908.48,20579.59
G01168710,Low Risk,59866.94,51039.42
P01244155,Low Risk,42843.22,36493.9
E09264620,High Growth,36299.53,24242.79
B03213190,Balanced,16092.93,12191.88
Q02932592,Balanced,40612.13,31446.51
P04276568,High Growth,65095.64,43809.63
M05810615,Low Risk,14142.52,11971.25
K01867014,High Growth,90505.0,61075.19
H02838672,Low Risk,46431.74,39560.03
J08265409,High Growth,43677.26,29255.93
Z07435183,Low Risk,19531.77,16575.97
Z09988615,Low Risk,23377.57,19861.92
N04728979,Balanced,37262.02,28815.71
Q02885712,Low Risk,21467.88,18230.23
I01477891,High Growth,35533.61,23722.35
N07577329,High Growth,21237.32,14008.08
H00924416,Low Risk,23469.84,19940.76
D00106563,High Growth,22152.32,14629.82
J06516299,High Growth,26447.94,17548.67
S03919727,Low Risk,42982.77,36613.13
D05464305,High Growth,33907.46,22617.39
N03482923,Balanced,31627.4,24390.91
J01360168,Balanced,16250.63,12315.72
F07308354,Low Risk,49859.2,42488.54
Z08292754,Low Risk,26086.45,22176.46
Q03721615,High Growth,22044.85,14556.79
I03762645,High Growth,29913.26,19903.34
S09455756,High Growth,32895.93,21930.06
X09101119,Balanced,36300.63,28060.74
I06573162,Balanced,26069.33,20026.23
L09316856,High Growth,37092.45,24781.57
J07745123,High Growth,44457.49,29786.09
R06987064,Balanced,23282.26,17837.58
X01893646,Balanced,55333.91,43007.35
E01512782,Low Risk,71478.38,60960.55
I04633711,High Growth,24984.9,16554.54
B05858840,Low Risk,54023.52,46046.65
N02070135,High Growth,39558.08,26456.96
I05656202,Low Risk,19914.3,16902.81
J07009883,Low Risk,55632.17,47421.12
F08057388,Balanced,65683.12,51134.45
Q05192692,Low Risk,30002.32,25522.29
U03484293,Low Risk,19078.4,16188.6
G00105226,Low Risk,46160.68,39328.43
H01587275,High Growth,18696.76,12281.78
Z09135647,High Growth,38650.5,25840.26
M04228238,Low Risk,20816.07,17673.31
D07738793,Low Risk,30642.51,26069.28
X03910901,High Growth,24863.57,16472.1
P04759278,Low Risk,20193.89,17141.7
C05885880,Low Risk,30158.92,25656.09
X00214644,High Growth,44193.59,29606.77
K02831619,High Growth,28359.19,18847.36
V05910290,High Growth,45648.06,30595.08
F01150412,High Growth,24626.14,16310.77
X04160328,High Growth,21923.03,14474.01
C08106839,Balanced,17889.06,13602.36
Q06045181,Low Risk,20928.06,17769.0
S02956271,Balanced,19255.72,14675.58
X08806748,Balanced,31996.67,24680.9
A00284448,Low Risk,24919.51,21179.4
G07880391,Low Risk,37997.4,32353.5
C02471851,Low Risk,35304.22,30052.37
D07974270,Low Risk,19760.81,16771.67
M09131091,Balanced,27631.7,21253.14
H00321958,Low Risk,32668.47,27800.32
O05810684,Balanced,16992.09,12897.98
L04180381,Low Risk,20682.21,17558.93
R05451587,Balanced,42063.7,32586.41
Y00841662,Balanced,13122.73,9859.42
T00755360,Low Risk,26419.84,22461.32
W08288463,High Growth,37597.74,25124.92
Z03640205,Low Risk,20210.43,17155.83
T05133649,Balanced,30486.83,23495.24
W04680642,High Growth,20709.76,13649.6
V02334596,Low Risk,42807.81,36463.64
D02514529,Low Risk,11074.16,9349.56
D08794558,Balanced,27571.74,21206.05
Y04816551,High Growth,19217.49,12635.61
Q00715316,Balanced,43544.57,33749.32
P03026552,High Growth,57697.3,38782.49
L06768676,Balanced,35545.48,27467.73
C00816857,Balanced,31261.92,24103.91
H00017511,High Growth,21608.06,14259.99
H00575886,Low Risk,21186.88,17990.14
L02664974,Balanced,45704.92,35445.82
G03614270,Low Risk,30279.88,25759.44
G04769752,Balanced,72203.39,56254.74
W00112636,High Growth,76359.82,51463.6
X02365455,High Growth,23765.03,15725.65
F08855986,High Growth,51040.26,34259.06
F07450449,Low Risk,37228.39,31696.44
V05905162,Balanced,46104.58,35759.67
W07437430,Balanced,32390.04,24989.8
L08588954,High Growth,26238.86,17406.6
S00402540,Balanced,28846.95,22207.46
H05810413,Low Risk,19849.1,16847.1
P01817604,Low Risk,15150.18,12832.22
K08768523,High Growth,31245.55,20808.63
K02724582,Low Risk,44621.3,38013.14
L01116720,High Growth,40215.07,26903.38
P05504968,Low Risk,16894.44,14322.56
R07780209,Balanced,20014.5,15271.44
W07762067,Balanced,48147.19,37363.7
Q00989727,Balanced,32143.08,24795.87
U09232594,High Growth,19190.26,12617.11
R04806007,High Growth,43030.54,28816.48
O06652941,High Growth,24949.55,16530.52
L00796019,Low Risk,23948.32,20349.59
G06997167,Low Risk,46019.31,39207.64
Z09987316,High Growth,50800.74,34096.3
M02630415,Low Risk,27054.98,23004.0
I08676200,High Growth,22460.05,14838.92
Q09569395,High Growth,61001.25,41027.51
P08611974,Balanced,35370.24,27330.12
X08513929,Balanced,20949.2,16005.45
A01351455,Balanced,21111.75,16133.1
C09851767,Balanced,19684.73,15012.48
O09052047,High Growth,15571.21,10157.98
K02474193,High Growth,41555.99,27814.53
O04406759,Balanced,18223.11,13864.69
Y09508760,Low Risk,48153.85,41031.44
V07699762,Balanced,34726.29,26824.43
W01448791,High Growth,25813.2,17117.37
V04449282,Balanced,33196.54,25623.14
K07720369,High Growth,14521.43,9444.66
E05603703,Balanced,15450.21,11687.16
O09106244,Balanced,23003.4,17618.59
B04836188,Balanced,56342.74,43799.57
J04454569,Low Risk,24418.12,20751.0
J08827459,Low Risk,26193.77,22268.16
K04783896,Balanced,25387.7,19490.95
K03459277,High Growth,42299.63,28319.83
A00482607,Balanced,59132.75,45990.53
L06601050,High Growth,25995.4,17241.17
G07711012,High Growth,37767.38,25240.19
M04745916,High Growth,38227.55,25552.87
H07667290,High Growth,60642.84,40783.97
Y09967292,Low Risk,61965.87,52832.81
U02988923,Low Risk,12129.76,10251.49
H07710993,Balanced,13910.63,10478.15
Z00975498,Balanced,28987.0,22317.44
B01023674,High Growth,22765.72,15046.62
P06896678,Balanced,28837.95,22200.39
A08485819,Low Risk,51182.1,43618.86
T00357552,Balanced,30454.73,23470.03
Y01302175,High Growth,32459.15,21633.27
N06887342,Balanced,26591.57,20436.34
E02662377,High Growth,30595.64,20367.02
W08311287,Low Risk,76568.16,65309.4
W05288738,Balanced,45209.82,35057.02
V04986936,High Growth,31876.09,21237.08
O04703014,Balanced,31605.73,24373.9
O01604583,Low Risk,12465.9,10538.7
Q09145362,Low Risk,31327.67,26654.7
Y04898654,Low Risk,39282.77,33451.75
A06263593,Balanced,44678.34,34639.66
T03329406,Balanced,26238.18,20158.82
B08660151,Low Risk,35706.6,30396.18
D02746241,High Growth,15179.96,9892.13
U06939357,High Growth,22166.89,14639.72
Y09530694,Balanced,22369.17,17120.54
F06351096,Balanced,19678.14,15007.3
V08601017,High Growth,33800.37,22544.62
S05109657,High Growth,17885.02,11730.2
M02996192,High Growth,47152.01,31617.01
O06807191,Low Risk,30042.71,25556.8
J05894055,High Growth,48730.58,32689.64
X02810801,Balanced,23089.25,17686.01
S07024770,Balanced,32134.13,24788.84
V02223226,Low Risk,42942.98,36579.14
J02118563,High Growth,15124.48,9854.43
E00228478,Low Risk,46112.13,39286.94
L08792017,Balanced,52685.83,40927.84
U09530278,Low Risk,42379.36,36097.56
H07488759,Balanced,76361.26,59519.87
K06566081,High Growth,22098.31,14593.12
A09389273,High Growth,50913.35,34172.82
R03317822,Low Risk,48157.19,41034.3
H00462864,Low Risk,14325.62,12127.69
C08275812,High Growth,39645.44,26516.32
Y01992918,Low Risk,18346.92,15563.6
A05066554,Balanced,53794.4,41798.39
U07790275,Balanced,45295.4,35124.23
A02386930,Balanced,46131.22,35780.59
F06080684,Balanced,12225.76,9155.04
M06321105,Low Risk,41564.9,35401.67
C05515672,Balanced,29928.18,23056.54
U05627975,High Growth,38339.21,25628.74
H04027677,High Growth,18313.66,12021.46
M08189224,High Growth,38674.47,25856.55
K01538308,High Growth,12836.28,8299.6
A03992549,High Growth,19870.07,13079.04
T00251448,High Growth,42222.62,28267.5
Y04138060,Low Risk,38643.12,32905.22
U00666341,Low Risk,17052.52,14457.63
Y04116798,High Growth,27811.14,18474.96
B01529245,Balanced,41916.77,32471.03
I00585094,Low Risk,48765.51,41554.06
K01800858,Balanced,25144.25,19299.77
P08457403,Low Risk,31404.6,26720.43
Z05927199,Balanced,17881.46,13596.39
S08777189,Low Risk,52614.4,44842.66
Z04329139,High Growth,53635.07,36022.22
J01930001,Low Risk,39509.51,33645.49
C09139135,High Growth,28693.61,19074.6
G09252164,Balanced,58045.13,45136.43
X02543143,Low Risk,24142.34,20515.36
B01256335,Low Risk,25785.92,21919.68
Z00153772,High Growth,36412.32,24319.43
O00590900,Low Risk,35554.63,30266.33
I04205953,High Growth,15762.11,10287.69
P07178780,High Growth,18042.53,11837.23
P08847771,Low Risk,12360.26,10448.44
F05053207,Low Risk,44652.62,38039.9
T05150606,Low Risk,35746.33,30430.12
K06898073,Balanced,38283.75,29618.06
X06291371,High Growth,15566.85,10155.02
F09652183,Balanced,21736.74,16623.9
S09615770,Balanced,46543.37,36104.24
N09278538,Balanced,21519.92,16453.63
Q04498937,Low Risk,8843.51,7443.63
N05257940,Low Risk,61932.29,52804.11
K02094777,Low Risk,22563.7,19166.53
M06478562,Low Risk,21115.13,17928.83
K08252753,Low Risk,31909.35,27151.71
Y04003297,High Growth,32098.95,21388.51
L00504037,High Growth,17142.21,11225.47
Y08040427,High Growth,70530.37,47502.51
S07835622,Low Risk,16531.97,14012.86
C09182032,High Growth,68058.38,45822.8
L01341013,High Growth,18753.88,12320.59
V07229372,Balanced,67357.54,52449.36
K03117926,Balanced,46147.46,35793.34
L01474909,High Growth,21280.15,14037.18
M04036753,Balanced,20877.03,15948.78
B00317099,High Growth,84514.52,57004.68
R05875089,Balanced,22262.46,17036.74
R08544769,High Growth,62565.11,42090.15
B07673256,Low Risk,34175.39,29087.87
U05283654,Low Risk,23189.22,19700.99
K07423987,Low Risk,43070.39,36688.0
J05185740,Balanced,34221.32,26427.89
U01385911,High Growth,46393.48,31101.59
F01479580,High Growth,46519.15,31186.98
N07476119,Balanced,59868.59,46568.37
O01338920,Low Risk,33904.04,28856.02
F09991699,Low Risk,36991.47,31494.01
O05222685,Balanced,31128.99,23999.52
S09867760,High Growth,26152.61,17348.0
A04162844,High Growth,36848.83,24616.04
J03044088,High Growth,35260.32,23536.65
P03936509,Balanced,39088.68,30250.16
U07236439,High Growth,27164.18,18035.35
C02022058,Balanced,30403.16,23429.53
N03114059,High Growth,24552.42,16260.67
A09837710,High Growth,47394.62,31781.86
Z04734336,Balanced,29777.99,22938.59
I07073826,Low Risk,28688.76,24399.95
M01758643,Low Risk,28195.7,23978.66
M06378303,Balanced,34962.52,27009.94
C07548133,Balanced,24458.8,18761.5
W06065757,High Growth,25939.34,17203.08
Y00429805,Low Risk,14226.33,12042.86
M05537463,Balanced,34973.98,27018.94
B02524229,High Growth,30990.44,20635.28
U02596453,Balanced,7050.76,5091.18
D06664938,Low Risk,13267.81,11223.87
H02057629,Low Risk,16970.01,14387.13
L02981115,High Growth,36592.12,24441.6
B00611922,Balanced,78160.83,60933.05
V04276143,Low Risk,15281.88,12944.75
D05503787,Balanced,78386.37,61110.16
M08895550,High Growth,15088.15,9829.74
Q06248573,Low Risk,34195.03,29104.65
G06765153,Balanced,19713.74,15035.26
D04593243,Low Risk,45089.25,38412.97
R01128280,High Growth,51758.49,34747.09
K01595261,High Growth,24248.36,16054.07
O04678951,Low Risk,22272.01,18917.3
X02599259,High Growth,31274.23,20828.12
V08383368,Balanced,35328.03,27296.97
L05525808,Balanced,50830.15,39470.6
U04806852,Balanced,60505.57,47068.59
J05110134,Low Risk,24992.69,21241.92
B00366505,Low Risk,39130.47,33321.62
T05184904,Balanced,34448.4,26606.21
K01883802,Balanced,31289.95,24125.92
H05825551,Balanced,42321.05,32788.51
C03774062,High Growth,33776.58,22528.45
T04895955,Balanced,25486.5,19568.54
T00545031,High Growth,35915.1,23981.57
N00895996,Low Risk,45341.37,38628.39
E01623385,Balanced,21384.63,16347.39
O09702297,Balanced,32080.51,24746.73
F07940116,High Growth,12365.58,7979.77
U04407333,Low Risk,40364.02,34375.6
K09605885,Balanced,22149.5,16948.03
D07554948,Balanced,28554.46,21977.77
I03351513,High Growth,69799.94,47006.18
A09878548,High Growth,11882.22,7651.32
L03185267,High Growth,28090.1,18664.51
Z08435117,Balanced,29232.2,22509.99
L02832207,Balanced,24952.37,19149.09
M02270390,Balanced,48875.45,37935.6
V06059171,Balanced,45274.95,35108.17
K09491543,Low Risk,39053.45,33255.82
X06753347,Balanced,16253.63,12318.08
S00336778,High Growth,75885.86,51141.54
K07528663,Balanced,45052.31,34933.33
P01504163,High Growth,70269.44,47325.21
U07926100,Balanced,34351.73,26530.3
O01588406,Balanced,51965.89,40362.48
V05560273,High Growth,40541.91,27125.47
I05449411,Balanced,69509.43,54139.21
H05229073,Low Risk,44985.41,38324.24
C03421570,Balanced,17401.21,13219.26
J03941778,High Growth,17710.59,11611.68
W05748081,Balanced,20325.49,15515.66
C09910795,High Growth,23040.63,15233.42
E07423181,Low Risk,49498.58,42180.42
H09119530,Balanced,20729.07,15832.59
B05272613,Balanced,33856.0,26141.0
E04523384,High Growth,21159.91,13955.48
Y06180248,Balanced,46229.75,35857.96
O06422910,Balanced,26497.19,20362.22
M07174849,Low Risk,10497.61,8856.94
S01196018,Low Risk,25918.27,22032.77
N09408404,High Growth,24784.51,16418.38
L07799213,Balanced,65272.62,50812.09
O08687000,High Growth,27741.09,18427.36
V03759019,High Growth,36776.25,24566.72
E07092096,Low Risk,71120.92,60655.13
W08867489,Low Risk,19902.58,16892.8
P00014642,Balanced,49001.09,38034.26
G07202628,Low Risk,15172.03,12850.89
Z07057717,Low Risk,39376.24,33531.62
E02005729,Low Risk,36350.15,30946.04
G00027430,High Growth,37428.64,25010.01
X06689230,Low Risk,6591.58,5519.52
V04315449,Low Risk,18802.76,15953.08
X08884921,Low Risk,59255.61,50517.09
G01734397,Low Risk,23422.58,19900.38
U00566677,Balanced,15829.72,11985.19
X07788659,High Growth,37671.51,25175.04
P07832028,Balanced,31076.07,23957.96
K02052527,Balanced,40425.74,31300.14
C08787834,Balanced,18750.08,14278.51
X04374345,Low Risk,24563.58,20875.28
W01446898,Low Risk,40313.62,34332.54
J01055958,High Growth,41506.77,27781.09
Z09790250,Low Risk,39478.24,33618.77
S02143573,High Growth,22682.65,14990.17
Q01140511,Balanced,35970.13,27801.21
O05055385,Low Risk,37502.16,31930.35
C00991643,High Growth,27048.91,17957.03
I09674529,High Growth,49443.63,33174.15
L09083639,High Growth,45057.58,30193.85
C05056561,Balanced,30337.57,23378.02
U01017026,Balanced,24132.33,18505.13
J01657575,Low Risk,29441.47,25043.08
O01905061,Low Risk,51819.91,44163.82
Y02129032,Balanced,46744.94,36262.53
Y03838828,Low Risk,58988.38,50288.76
V07634981,Low Risk,34539.14,29398.67
C03385580,High Growth,15680.66,10232.35
F06582791,Balanced,29357.7,22608.54
F07978587,Balanced,21443.08,16393.29
M05286478,Balanced,70627.37,55017.11
L02993074,Low Risk,56203.98,47909.69
K03561519,Low Risk,41800.88,35603.3
J01607678,Low Risk,17463.17,14808.5
M00492472,High Growth,39999.54,26756.93
A02910394,Low Risk,45440.34,38712.95
K07456409,Balanced,69985.48,54513.05
L06820239,High Growth,42827.21,28678.32
L04287295,High Growth,35451.53,23666.58
O00400765,Balanced,25333.32,19448.25
K05539397,Low Risk,26921.17,22889.67
O07283533,Low Risk,38888.8,33115.14
F04114598,Low Risk,20190.27,17138.61
W08372328,High Growth,29715.36,19768.87
H08122757,Low Risk,77635.27,66221.16
A09369635,Low Risk,17080.32,14481.38
S01960760,Low Risk,16809.76,14250.21
E03718383,Low Risk,11625.0,9820.21
M04840171,Balanced,27735.46,21334.62
B06261377,Low Risk,34485.6,29352.92
L03068023,High Growth,10670.96,6828.28
E01219473,High Growth,26409.81,17522.76
M05828517,Low Risk,16904.34,14331.02
D01367168,Low Risk,27227.17,23151.12
B04391709,Low Risk,29267.83,24894.72
U00185587,High Growth,47026.98,31532.05
M02037956,High Growth,96248.42,64977.82
E04794664,High Growth,21672.76,14303.96
Q08889705,Balanced,21352.55,16322.2
C08442656,High Growth,25333.07,16791.12
E07727155,Balanced,35689.3,27580.67
K03901134,High Growth,12004.82,7734.63
M03772327,Balanced,19644.46,14980.86
R01080885,High Growth,70583.4,47538.54
X07794367,Balanced,57927.84,45044.33
Q02563833,High Growth,11879.77,7649.66
Z07562535,High Growth,32862.96,21907.65
B00441102,Low Risk,56146.15,47860.28
T06549430,Low Risk,30051.12,25563.98
R03307623,Low Risk,54671.63,46600.41
Q02593470,Low Risk,22240.25,18890.17
H02457225,High Growth,15571.52,10158.19
X01503386,High Growth,37507.22,25063.41
E09114647,Balanced,13801.14,10392.17
R09541428,Low Risk,14519.31,12293.19
B02596847,High Growth,37753.42,25230.7
K09110022,Low Risk,32868.48,27971.21
J07432216,Balanced,10942.72,8147.48
D09593127,Low Risk,21277.38,18067.46
U09770818,Low Risk,19689.38,16710.63
E03356417,Balanced,44394.63,34416.86
X07298882,Balanced,40110.38,31052.49
S09128613,Low Risk,21876.83,18579.65
I05211740,Low Risk,35936.94,30592.99
V06731918,Balanced,16271.43,12332.06
D01161629,Low Risk,30913.86,26301.13
M01112926,Low Risk,43222.54,36818.0
U06256987,High Growth,9366.98,5942.23
O08179158,Low Risk,16701.96,14158.1
F08132630,High Growth,38067.17,25443.89
D07926974,Low Risk,28925.15,24601.92
V06790140,Low Risk,112943.01,96389.05
M07505016,High Growth,9995.25,6369.14
F07972731,High Growth,27904.14,18538.15
C09259912,Low Risk,26967.86,22929.56
Z02757454,Low Risk,22615.15,19210.49
C01306933,High Growth,26322.59,17463.5
U07339782,Balanced,35970.21,27801.27
B02602034,High Growth,31108.15,20715.27
B04362368,High Growth,12910.17,8349.81
G06903468,Balanced,35803.05,27670.0
G02759549,High Growth,50177.44,33672.77
Z08386583,High Growth,26983.93,17912.88
O04964686,High Growth,17291.12,11326.65
M05913476,Low Risk,41699.15,35516.37
U01411556,Low Risk,61455.45,52396.69
O03931388,Balanced,26108.04,20056.63
R02482781,High Growth,16549.7,10822.86
A09035865,Low Risk,13004.47,10998.87
M07666421,Balanced,49097.03,38109.6
Y07960215,Low Risk,44770.81,38140.88
E03482447,Low Risk,30023.35,25540.26
F09604978,Balanced,70359.12,54806.46
P08765353,Balanced,41590.35,32214.7
Y03266002,Low Risk,16718.67,14172.38
E07528812,High Growth,56373.56,37883.01
E05283885,Low Risk,14283.99,12092.12
G09699934,High Growth,20027.19,13185.8
W06880140,High Growth,42126.97,28202.51
L00497967,Low Risk,29162.86,24805.03
I06069403,High Growth,18748.79,12317.13
L06259455,Balanced,58702.78,45652.88
S03520024,Low Risk,36632.29,31187.11
Q07988899,High Growth,26782.52,17776.02
V02624058,High Growth,32389.05,21585.63
K02725330,Low Risk,34950.03,29749.74
O00954875,Low Risk,21909.66,18607.7
Y02905094,Balanced,33154.94,25590.47
T07872092,Balanced,78302.54,61044.33
I08555921,Low Risk,62599.96,53374.59
H07407841,Balanced,46136.94,35785.08
V08078785,High Growth,10699.65,6847.77
P02020228,Balanced,59177.81,46025.91
L06990995,High Growth,30659.36,20410.32
P02792891,High Growth,46053.35,30870.47
G05255355,High Growth,22300.03,14730.18
Y08018333,High Growth,31259.72,20818.26
Z02529035,High Growth,64548.52,43437.86
S09219185,Balanced,19129.46,14576.43
L03466384,Low Risk,21093.53,17910.38
M09145715,High Growth,30923.36,20589.7
S00701725,Balanced,42758.96,33132.39
O07209932,High Growth,31163.24,20752.7
B02929294,High Growth,34626.76,23106.15
O06335328,Low Risk,47127.2,40154.25
J04073389,High Growth,50140.56,33647.71
D02280455,High Growth,36946.16,24682.17
T09828127,High Growth,71932.22,48455.06
V01814404,High Growth,11542.7,7420.62
G00450141,High Growth,29025.51,19300.12
M09100781,Low Risk,37222.8,31691.66
R07261815,Low Risk,57582.9,49087.88
I02344001,Balanced,26434.99,20313.38
Q00793934,Low Risk,55196.63,47048.99
U06525835,Low Risk,36413.64,31000.29
S05045413,Low Risk,34072.89,29000.29
W03917907,Balanced,21276.54,16262.51
A07621971,Low Risk,12818.84,10840.26
N03594750,Low Risk,23771.71,20198.69
Y05010216,High Growth,12841.66,8303.26
N00341061,Low Risk,60105.06,51242.88
D02925924,High Growth,33281.53,22192.07
D08329447,Low Risk,34227.45,29132.35
A07479332,High Growth,105048.06,70957.14
A07425977,Low Risk,25131.24,21360.31
Z02160443,High Growth,29789.94,19819.55
E03001402,Low Risk,50226.85,42802.67
A02448708,Low Risk,45452.94,38723.71
R07038192,Low Risk,15721.06,13319.99
T01436019,Balanced,47036.16,36491.22
C07305789,Low Risk,53465.9,45570.2
W08688281,High Growth,35096.43,23425.29
G07427722,Balanced,26652.42,20484.12
I09432547,Balanced,34005.02,26258.03
O08918362,High Growth,45935.54,30790.42
X04486386,High Growth,18162.34,11918.64
R08702434,Balanced,34603.21,26727.78
O07557591,Low Risk,19912.35,16901.15
J06832524,Low Risk,28323.1,24087.52
Q06034177,High Growth,23396.29,15475.09
E05790496,Low Risk,43477.76,37036.07
F02715257,High Growth,24322.3,16104.31
H05260979,Low Risk,36779.53,31312.92
V04546216,High Growth,24954.81,16534.1
Q02498268,Low Risk,24529.51,20846.17
D02698536,Balanced,22131.87,16934.19
M08960864,Low Risk,27542.6,23420.64
U02757115,Balanced,12246.83,9171.59
B01203162,High Growth,46848.01,31410.44
K05572255,Balanced,36335.77,28088.34
F06051199,High Growth,28062.14,18645.52
E02231961,Low Risk,53816.23,45869.53
D05226111,Low Risk,33420.79,28443.12
F01998126,High Growth,23159.1,15313.92
O01089233,High Growth,46318.19,31050.43
T07272000,High Growth,24754.38,16397.91
Y07504425,High Growth,38095.46,25463.12
D08507856,Balanced,21059.15,16091.79
X00312700,High Growth,24578.06,16278.1
N00603354,High Growth,39867.48,26667.2
F08421747,Balanced,52191.11,40539.34
Q02372726,High Growth,28620.57,19024.97
V02818620,Low Risk,44234.38,37682.54
S08095175,Balanced,81161.04,63289.08
H03075155,Balanced,19574.83,14926.18
P01900908,Balanced,27697.35,21304.69
A04232341,High Growth,21463.8,14161.97
M01825480,Balanced,53756.92,41768.95
Z02221892,Balanced,34123.54,26351.1
W03423511,High Growth,42546.44,28487.54
H05264005,Low Risk,28040.75,23846.27
U05510367,High Growth,75591.44,50941.48
T05371560,High Growth,29752.76,19794.28
B07623900,Balanced,29086.31,22395.43
A07976462,Balanced,47192.07,36613.66
H07943730,High Growth,94318.42,63666.39
H04496546,Low Risk,11493.81,9708.12
I02673551,Low Risk,16882.81,14312.62
N00511794,Balanced,46582.3,36134.81
O02038879,High Growth,81135.45,54708.62
U07178518,High Growth,24402.23,16158.62
G08530652,High Growth,19911.14,13106.94
V08950444,Balanced,27931.1,21488.25
N06922517,Low Risk,25988.45,22092.73
F00629366,High Growth,66145.98,44523.33
C08182401,Balanced,43433.57,33662.15
V06756104,High Growth,45996.26,30831.68
Q09306490,Balanced,20708.75,15816.63
Q01257060,Balanced,26463.28,20335.59
Y07496216,Balanced,27691.92,21300.43
T05275644,Low Risk,27235.81,23158.51
R05305041,Low Risk,31375.28,26695.38
G05414956,Balanced,69662.13,54259.12
T05861192,Balanced,46926.84,36405.38
X06225781,High Growth,25555.55,16942.3
K00054545,Balanced,41688.47,32291.75
Y06184261,High Growth,16752.61,10960.73
H06098576,Balanced,42598.32,33006.24
T04562106,Low Risk,91563.0,78121.39
K05041670,Low Risk,44573.88,37972.62
F03669290,Balanced,68323.2,53207.68
R03766080,Balanced,7622.12,5539.86
E05465843,Low Risk,47497.04,40470.25
A01462348,Balanced,48697.55,37795.89
E05622784,Low Risk,33876.23,28832.26
H00786170,Balanced,21360.96,16328.8
V09980623,Low Risk,20307.28,17238.58
P02951787,Low Risk,26011.55,22112.47
W05296492,High Growth,61628.81,41453.93
N05552449,Low Risk,23990.57,20385.69
L07266694,Low Risk,19959.95,16941.82
M01412219,High Growth,40643.28,27194.35
P06057661,Balanced,59378.61,46183.6
U03751411,Low Risk,30329.69,25802.0
Y05792418,Low Risk,30612.13,26043.33
C05286172,High Growth,42165.26,28228.53
C00707727,Balanced,9062.12,6670.67
X09074960,High Growth,15575.73,10161.05
J04397521,Low Risk,54845.99,46749.39
W07921823,Low Risk,20792.61,17653.26
B08041635,High Growth,33379.11,22258.37
L07979909,High Growth,30595.65,20367.03
F03347994,Balanced,24987.22,19176.46
P03509705,Low Risk,39128.17,33319.66
Z06990531,High Growth,46085.43,30892.27
O06205702,Balanced,20248.05,15454.85
F00152582,Balanced,22905.45,17541.67
J09915924,Balanced,39093.23,30253.74
Q03302882,High Growth,32071.82,21370.08
A01989491,Low Risk,25795.22,21927.63
W08582592,High Growth,51722.06,34722.34
H00400387,High Growth,32417.91,21605.24
V08843424,Balanced,20812.57,15898.16
P01467852,Balanced,20364.93,15546.63
N07044378,High Growth,48200.21,32329.25
N06613869,Low Risk,40461.19,34458.63
T04129402,Low Risk,32308.18,27492.48
L05997200,Balanced,55148.27,42861.57
C09065032,Balanced,21634.25,16543.41
F04621964,Balanced,37926.1,29337.2
